#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: EXEXM02_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19971203 TO 19971231
#LOCATION: Exmouth 02
#Station Status:  Current
#Lat: -21.954861  Long: 114.140889
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LAT     which is   12.796   m below Benchmark   DMH 052   
#National Station ID:   62435 (ANTT)
#Site Description: Located in Exmouth marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00195,19971203.1200/
00197,19971203.1205/
00199,19971203.1210/
00201,19971203.1215/
00202,19971203.1220/
00204,19971203.1225/
00205,19971203.1230/
00206,19971203.1235/
00207,19971203.1240/
00209,19971203.1245/
00210,19971203.1250/
00211,19971203.1255/
00212,19971203.1300/
00212,19971203.1305/
00211,19971203.1310/
00211,19971203.1315/
00211,19971203.1320/
00211,19971203.1325/
00114,19971216.0310/
00110,19971216.0315/
00106,19971216.0320/
00102,19971216.0325/
00098,19971216.0330/
00093,19971216.0335/
00088,19971216.0340/
00083,19971216.0345/
00079,19971216.0350/
00075,19971216.0355/
00071,19971216.0400/
00066,19971216.0405/
00062,19971216.0410/
00058,19971216.0415/
00054,19971216.0420/
00051,19971216.0425/
00048,19971216.0430/
00045,19971216.0435/
00042,19971216.0440/
00039,19971216.0445/
00036,19971216.0450/
00033,19971216.0455/
00030,19971216.0500/
00027,19971216.0505/
00024,19971216.0510/
00022,19971216.0515/
00020,19971216.0520/
00018,19971216.0525/
00016,19971216.0530/
00013,19971216.0535/
00011,19971216.0540/
00009,19971216.0545/
00008,19971216.0550/
00007,19971216.0555/
00007,19971216.0600/
00006,19971216.0605/
00005,19971216.0610/
00004,19971216.0615/
00003,19971216.0620/
00003,19971216.0625/
00003,19971216.0630/
00003,19971216.0635/
00003,19971216.0640/
00004,19971216.0645/
00004,19971216.0650/
00005,19971216.0655/
00006,19971216.0700/
00007,19971216.0705/
00008,19971216.0710/
00009,19971216.0715/
00011,19971216.0720/
00012,19971216.0725/
00014,19971216.0730/
00015,19971216.0735/
00016,19971216.0740/
00018,19971216.0745/
00021,19971216.0750/
00024,19971216.0755/
00027,19971216.0800/
00029,19971216.0805/
00032,19971216.0810/
00034,19971216.0815/
00037,19971216.0820/
00040,19971216.0825/
00043,19971216.0830/
00047,19971216.0835/
00050,19971216.0840/
00054,19971216.0845/
00058,19971216.0850/
00061,19971216.0855/
00065,19971216.0900/
00068,19971216.0905/
00071,19971216.0910/
00075,19971216.0915/
00079,19971216.0920/
00083,19971216.0925/
00087,19971216.0930/
00091,19971216.0935/
00095,19971216.0940/
00099,19971216.0945/
00103,19971216.0950/
00107,19971216.0955/
00111,19971216.1000/
00115,19971216.1005/
00119,19971216.1010/
00123,19971216.1015/
00126,19971216.1020/
00130,19971216.1025/
00133,19971216.1030/
00137,19971216.1035/
00140,19971216.1040/
00144,19971216.1045/
00148,19971216.1050/
00152,19971216.1055/
00156,19971216.1100/
00158,19971216.1105/
00161,19971216.1110/
00163,19971216.1115/
00166,19971216.1120/
00169,19971216.1125/
00172,19971216.1130/
00174,19971216.1135/
00176,19971216.1140/
00178,19971216.1145/
00180,19971216.1150/
00182,19971216.1155/
00185,19971216.1200/
00187,19971216.1205/
00188,19971216.1210/
00190,19971216.1215/
00190,19971216.1220/
00190,19971216.1225/
00191,19971216.1230/
00192,19971216.1235/
00193,19971216.1240/
00194,19971216.1245/
00193,19971216.1250/
00193,19971216.1255/
00193,19971216.1300/
00193,19971216.1305/
00193,19971216.1310/
00194,19971216.1315/
00193,19971216.1320/
00192,19971216.1325/
00192,19971216.1330/
00190,19971216.1335/
00189,19971216.1340/
00188,19971216.1345/
00187,19971216.1350/
00186,19971216.1355/
00185,19971216.1400/
00183,19971216.1405/
00181,19971216.1410/
00179,19971216.1415/
00177,19971216.1420/
00175,19971216.1425/
00173,19971216.1430/
00170,19971216.1435/
00168,19971216.1440/
00166,19971216.1445/
00163,19971216.1450/
00160,19971216.1455/
00158,19971216.1500/
00155,19971216.1505/
00152,19971216.1510/
00149,19971216.1515/
00146,19971216.1520/
00142,19971216.1525/
00139,19971216.1530/
00135,19971216.1535/
00132,19971216.1540/
00128,19971216.1545/
00124,19971216.1550/
00121,19971216.1555/
00117,19971216.1600/
00114,19971216.1605/
00110,19971216.1610/
00107,19971216.1615/
00104,19971216.1620/
00100,19971216.1625/
00097,19971216.1630/
00093,19971216.1635/
00090,19971216.1640/
00088,19971216.1645/
00085,19971216.1650/
00083,19971216.1655/
00081,19971216.1700/
00078,19971216.1705/
00075,19971216.1710/
00073,19971216.1715/
00071,19971216.1720/
00069,19971216.1725/
00068,19971216.1730/
00067,19971216.1735/
00066,19971216.1740/
00065,19971216.1745/
00064,19971216.1750/
00064,19971216.1755/
00064,19971216.1800/
00063,19971216.1805/
00063,19971216.1810/
00063,19971216.1815/
00063,19971216.1820/
00063,19971216.1825/
00064,19971216.1830/
00064,19971216.1835/
00065,19971216.1840/
00067,19971216.1845/
00068,19971216.1850/
00068,19971216.1855/
00070,19971216.1900/
00071,19971216.1905/
00072,19971216.1910/
00074,19971216.1915/
00075,19971216.1920/
00077,19971216.1925/
00080,19971216.1930/
00082,19971216.1935/
00085,19971216.1940/
00088,19971216.1945/
00090,19971216.1950/
00092,19971216.1955/
00094,19971216.2000/
00097,19971216.2005/
00100,19971216.2010/
00104,19971216.2015/
00106,19971216.2020/
00109,19971216.2025/
00112,19971216.2030/
00114,19971216.2035/
00118,19971216.2040/
00121,19971216.2045/
00123,19971216.2050/
00126,19971216.2055/
00130,19971216.2100/
00133,19971216.2105/
00137,19971216.2110/
00141,19971216.2115/
00145,19971216.2120/
00148,19971216.2125/
00152,19971216.2130/
00154,19971216.2135/
00157,19971216.2140/
00160,19971216.2145/
00163,19971216.2150/
00167,19971216.2155/
00170,19971216.2200/
00173,19971216.2205/
00177,19971216.2210/
00180,19971216.2215/
00182,19971216.2220/
00185,19971216.2225/
00188,19971216.2230/
00190,19971216.2235/
00193,19971216.2240/
00196,19971216.2245/
00198,19971216.2250/
00201,19971216.2255/
00204,19971216.2300/
00205,19971216.2305/
00207,19971216.2310/
00208,19971216.2315/
00210,19971216.2320/
00212,19971216.2325/
00214,19971216.2330/
00216,19971216.2335/
00217,19971216.2340/
00219,19971216.2345/
00220,19971216.2350/
00220,19971216.2355/
00220,19971217.0000/
00221,19971217.0005/
00223,19971217.0010/
00224,19971217.0015/
00223,19971217.0020/
00223,19971217.0025/
00222,19971217.0030/
00222,19971217.0035/
00221,19971217.0040/
00221,19971217.0045/
00221,19971217.0050/
00220,19971217.0055/
00220,19971217.0100/
00218,19971217.0105/
00217,19971217.0110/
00215,19971217.0115/
00214,19971217.0120/
00212,19971217.0125/
00211,19971217.0130/
00208,19971217.0135/
00206,19971217.0140/
00203,19971217.0145/
00201,19971217.0150/
00199,19971217.0155/
00197,19971217.0200/
00194,19971217.0205/
00192,19971217.0210/
00189,19971217.0215/
00185,19971217.0220/
00181,19971217.0225/
00178,19971217.0230/
00175,19971217.0235/
00172,19971217.0240/
00169,19971217.0245/
00164,19971217.0250/
00160,19971217.0255/
00155,19971217.0300/
00151,19971217.0305/
00147,19971217.0310/
00143,19971217.0315/
00138,19971217.0320/
00134,19971217.0325/
00130,19971217.0330/
00125,19971217.0335/
00121,19971217.0340/
00117,19971217.0345/
00112,19971217.0350/
00108,19971217.0355/
00104,19971217.0400/
00099,19971217.0405/
00095,19971217.0410/
00091,19971217.0415/
00086,19971217.0420/
00082,19971217.0425/
00078,19971217.0430/
00074,19971217.0435/
00070,19971217.0440/
00066,19971217.0445/
00062,19971217.0450/
00059,19971217.0455/
00055,19971217.0500/
00052,19971217.0505/
00049,19971217.0510/
00047,19971217.0515/
00043,19971217.0520/
00039,19971217.0525/
00036,19971217.0530/
00033,19971217.0535/
00031,19971217.0540/
00030,19971217.0545/
00027,19971217.0550/
00024,19971217.0555/
00021,19971217.0600/
00019,19971217.0605/
00018,19971217.0610/
00017,19971217.0615/
00015,19971217.0620/
00013,19971217.0625/
00012,19971217.0630/
00011,19971217.0635/
00009,19971217.0640/
00009,19971217.0645/
00009,19971217.0650/
00009,19971217.0655/
00010,19971217.0700/
00009,19971217.0705/
00008,19971217.0710/
00007,19971217.0715/
00008,19971217.0720/
00009,19971217.0725/
00011,19971217.0730/
00011,19971217.0735/
00012,19971217.0740/
00013,19971217.0745/
00014,19971217.0750/
00015,19971217.0755/
00016,19971217.0800/
00018,19971217.0805/
00019,19971217.0810/
00021,19971217.0815/
00023,19971217.0820/
00026,19971217.0825/
00028,19971217.0830/
00031,19971217.0835/
00034,19971217.0840/
00037,19971217.0845/
00040,19971217.0850/
00043,19971217.0855/
00046,19971217.0900/
00049,19971217.0905/
00051,19971217.0910/
00054,19971217.0915/
00058,19971217.0920/
00061,19971217.0925/
00065,19971217.0930/
00069,19971217.0935/
00073,19971217.0940/
00077,19971217.0945/
00081,19971217.0950/
00085,19971217.0955/
00089,19971217.1000/
00092,19971217.1005/
00096,19971217.1010/
00100,19971217.1015/
00104,19971217.1020/
00108,19971217.1025/
00113,19971217.1030/
00117,19971217.1035/
00121,19971217.1040/
00125,19971217.1045/
00129,19971217.1050/
00133,19971217.1055/
00137,19971217.1100/
00140,19971217.1105/
00144,19971217.1110/
00147,19971217.1115/
00151,19971217.1120/
00154,19971217.1125/
00158,19971217.1130/
00161,19971217.1135/
00164,19971217.1140/
00167,19971217.1145/
00170,19971217.1150/
00172,19971217.1155/
00175,19971217.1200/
00177,19971217.1205/
00179,19971217.1210/
00182,19971217.1215/
00184,19971217.1220/
00186,19971217.1225/
00189,19971217.1230/
00190,19971217.1235/
00191,19971217.1240/
00193,19971217.1245/
00194,19971217.1250/
00195,19971217.1255/
00196,19971217.1300/
00197,19971217.1305/
00197,19971217.1310/
00198,19971217.1315/
00198,19971217.1320/
00199,19971217.1325/
00200,19971217.1330/
00200,19971217.1335/
00200,19971217.1340/
00200,19971217.1345/
00199,19971217.1350/
00198,19971217.1355/
00197,19971217.1400/
00196,19971217.1405/
00195,19971217.1410/
00195,19971217.1415/
00193,19971217.1420/
00192,19971217.1425/
00191,19971217.1430/
00189,19971217.1435/
00187,19971217.1440/
00186,19971217.1445/
00184,19971217.1450/
00182,19971217.1455/
00180,19971217.1500/
00177,19971217.1505/
00174,19971217.1510/
00172,19971217.1515/
00169,19971217.1520/
00167,19971217.1525/
00165,19971217.1530/
00162,19971217.1535/
00159,19971217.1540/
00156,19971217.1545/
00152,19971217.1550/
00149,19971217.1555/
00145,19971217.1600/
00141,19971217.1605/
00138,19971217.1610/
00134,19971217.1615/
00131,19971217.1620/
00127,19971217.1625/
00124,19971217.1630/
00121,19971217.1635/
00117,19971217.1640/
00114,19971217.1645/
00110,19971217.1650/
00107,19971217.1655/
00104,19971217.1700/
00100,19971217.1705/
00097,19971217.1710/
00095,19971217.1715/
00092,19971217.1720/
00090,19971217.1725/
00088,19971217.1730/
00085,19971217.1735/
00082,19971217.1740/
00080,19971217.1745/
00078,19971217.1750/
00076,19971217.1755/
00075,19971217.1800/
00073,19971217.1805/
00072,19971217.1810/
00071,19971217.1815/
00070,19971217.1820/
00069,19971217.1825/
00069,19971217.1830/
00068,19971217.1835/
00068,19971217.1840/
00068,19971217.1845/
00068,19971217.1850/
00068,19971217.1855/
00069,19971217.1900/
00069,19971217.1905/
00069,19971217.1910/
00070,19971217.1915/
00070,19971217.1920/
00071,19971217.1925/
00072,19971217.1930/
00073,19971217.1935/
00074,19971217.1940/
00076,19971217.1945/
00077,19971217.1950/
00079,19971217.1955/
00081,19971217.2000/
00083,19971217.2005/
00085,19971217.2010/
00087,19971217.2015/
00089,19971217.2020/
00091,19971217.2025/
00094,19971217.2030/
00096,19971217.2035/
00099,19971217.2040/
00102,19971217.2045/
00105,19971217.2050/
00107,19971217.2055/
00110,19971217.2100/
00113,19971217.2105/
00116,19971217.2110/
00120,19971217.2115/
00123,19971217.2120/
00126,19971217.2125/
00129,19971217.2130/
00132,19971217.2135/
00135,19971217.2140/
00138,19971217.2145/
00141,19971217.2150/
00144,19971217.2155/
00148,19971217.2200/
00151,19971217.2205/
00155,19971217.2210/
00158,19971217.2215/
00162,19971217.2220/
00165,19971217.2225/
00169,19971217.2230/
00172,19971217.2235/
00176,19971217.2240/
00179,19971217.2245/
00182,19971217.2250/
00184,19971217.2255/
00187,19971217.2300/
00189,19971217.2305/
00192,19971217.2310/
00195,19971217.2315/
00197,19971217.2320/
00199,19971217.2325/
00202,19971217.2330/
00204,19971217.2335/
00206,19971217.2340/
00208,19971217.2345/
00210,19971217.2350/
00212,19971217.2355/
00214,19971218.0000/
00215,19971218.0005/
00216,19971218.0010/
00217,19971218.0015/
00218,19971218.0020/
00219,19971218.0025/
00220,19971218.0030/
00221,19971218.0035/
00221,19971218.0040/
00222,19971218.0045/
00222,19971218.0050/
00222,19971218.0055/
00222,19971218.0100/
00222,19971218.0105/
00222,19971218.0110/
00221,19971218.0115/
00220,19971218.0120/
00219,19971218.0125/
00219,19971218.0130/
00218,19971218.0135/
00217,19971218.0140/
00216,19971218.0145/
00214,19971218.0150/
00212,19971218.0155/
00211,19971218.0200/
00209,19971218.0205/
00208,19971218.0210/
00207,19971218.0215/
00204,19971218.0220/
00202,19971218.0225/
00200,19971218.0230/
00197,19971218.0235/
00194,19971218.0240/
00192,19971218.0245/
00189,19971218.0250/
00186,19971218.0255/
00183,19971218.0300/
00179,19971218.0305/
00175,19971218.0310/
00172,19971218.0315/
00168,19971218.0320/
00165,19971218.0325/
00162,19971218.0330/
00158,19971218.0335/
00154,19971218.0340/
00150,19971218.0345/
00146,19971218.0350/
00142,19971218.0355/
00139,19971218.0400/
00134,19971218.0405/
00130,19971218.0410/
00126,19971218.0415/
00122,19971218.0420/
00118,19971218.0425/
00114,19971218.0430/
00110,19971218.0435/
00105,19971218.0440/
00101,19971218.0445/
00096,19971218.0450/
00092,19971218.0455/
00089,19971218.0500/
00085,19971218.0505/
00081,19971218.0510/
00078,19971218.0515/
00074,19971218.0520/
00071,19971218.0525/
00068,19971218.0530/
00064,19971218.0535/
00060,19971218.0540/
00057,19971218.0545/
00054,19971218.0550/
00051,19971218.0555/
00048,19971218.0600/
00045,19971218.0605/
00043,19971218.0610/
00041,19971218.0615/
00038,19971218.0620/
00036,19971218.0625/
00034,19971218.0630/
00032,19971218.0635/
00031,19971218.0640/
00030,19971218.0645/
00028,19971218.0650/
00026,19971218.0655/
00025,19971218.0700/
00024,19971218.0705/
00023,19971218.0710/
00023,19971218.0715/
00022,19971218.0720/
00022,19971218.0725/
00021,19971218.0730/
00020,19971218.0735/
00020,19971218.0740/
00019,19971218.0745/
00019,19971218.0750/
00020,19971218.0755/
00021,19971218.0800/
00022,19971218.0805/
00023,19971218.0810/
00024,19971218.0815/
00025,19971218.0820/
00026,19971218.0825/
00027,19971218.0830/
00029,19971218.0835/
00030,19971218.0840/
00032,19971218.0845/
00034,19971218.0850/
00036,19971218.0855/
00039,19971218.0900/
00041,19971218.0905/
00043,19971218.0910/
00046,19971218.0915/
00048,19971218.0920/
00051,19971218.0925/
00054,19971218.0930/
00057,19971218.0935/
00060,19971218.0940/
00063,19971218.0945/
00066,19971218.0950/
00069,19971218.0955/
00072,19971218.1000/
00076,19971218.1005/
00080,19971218.1010/
00084,19971218.1015/
00088,19971218.1020/
00092,19971218.1025/
00096,19971218.1030/
00100,19971218.1035/
00104,19971218.1040/
00108,19971218.1045/
00112,19971218.1050/
00116,19971218.1055/
00120,19971218.1100/
00123,19971218.1105/
00127,19971218.1110/
00131,19971218.1115/
00135,19971218.1120/
00139,19971218.1125/
00143,19971218.1130/
00146,19971218.1135/
00150,19971218.1140/
00154,19971218.1145/
00157,19971218.1150/
00160,19971218.1155/
00163,19971218.1200/
00166,19971218.1205/
00169,19971218.1210/
00172,19971218.1215/
00175,19971218.1220/
00178,19971218.1225/
00180,19971218.1230/
00182,19971218.1235/
00184,19971218.1240/
00186,19971218.1245/
00188,19971218.1250/
00190,19971218.1255/
00192,19971218.1300/
00193,19971218.1305/
00195,19971218.1310/
00196,19971218.1315/
00198,19971218.1320/
00199,19971218.1325/
00200,19971218.1330/
00201,19971218.1335/
00202,19971218.1340/
00202,19971218.1345/
00203,19971218.1350/
00203,19971218.1355/
00204,19971218.1400/
00203,19971218.1405/
00203,19971218.1410/
00203,19971218.1415/
00202,19971218.1420/
00201,19971218.1425/
00201,19971218.1430/
00200,19971218.1435/
00199,19971218.1440/
00199,19971218.1445/
00198,19971218.1450/
00196,19971218.1455/
00195,19971218.1500/
00194,19971218.1505/
00193,19971218.1510/
00191,19971218.1515/
00189,19971218.1520/
00187,19971218.1525/
00185,19971218.1530/
00182,19971218.1535/
00180,19971218.1540/
00177,19971218.1545/
00175,19971218.1550/
00173,19971218.1555/
00170,19971218.1600/
00167,19971218.1605/
00163,19971218.1610/
00160,19971218.1615/
00156,19971218.1620/
00153,19971218.1625/
00151,19971218.1630/
00148,19971218.1635/
00145,19971218.1640/
00142,19971218.1645/
00138,19971218.1650/
00134,19971218.1655/
00131,19971218.1700/
00127,19971218.1705/
00124,19971218.1710/
00121,19971218.1715/
00117,19971218.1720/
00114,19971218.1725/
00111,19971218.1730/
00108,19971218.1735/
00105,19971218.1740/
00103,19971218.1745/
00100,19971218.1750/
00097,19971218.1755/
00095,19971218.1800/
00092,19971218.1805/
00090,19971218.1810/
00088,19971218.1815/
00085,19971218.1820/
00083,19971218.1825/
00082,19971218.1830/
00081,19971218.1835/
00080,19971218.1840/
00079,19971218.1845/
00078,19971218.1850/
00077,19971218.1855/
00076,19971218.1900/
00075,19971218.1905/
00075,19971218.1910/
00075,19971218.1915/
00074,19971218.1920/
00074,19971218.1925/
00074,19971218.1930/
00075,19971218.1935/
00075,19971218.1940/
00076,19971218.1945/
00076,19971218.1950/
00076,19971218.1955/
00077,19971218.2000/
00078,19971218.2005/
00079,19971218.2010/
00081,19971218.2015/
00082,19971218.2020/
00084,19971218.2025/
00086,19971218.2030/
00087,19971218.2035/
00089,19971218.2040/
00092,19971218.2045/
00094,19971218.2050/
00095,19971218.2055/
00098,19971218.2100/
00100,19971218.2105/
00102,19971218.2110/
00105,19971218.2115/
00107,19971218.2120/
00109,19971218.2125/
00112,19971218.2130/
00114,19971218.2135/
00117,19971218.2140/
00120,19971218.2145/
00123,19971218.2150/
00126,19971218.2155/
00129,19971218.2200/
00132,19971218.2205/
00135,19971218.2210/
00139,19971218.2215/
00142,19971218.2220/
00145,19971218.2225/
00149,19971218.2230/
00152,19971218.2235/
00155,19971218.2240/
00158,19971218.2245/
00161,19971218.2250/
00165,19971218.2255/
00168,19971218.2300/
00171,19971218.2305/
00174,19971218.2310/
00177,19971218.2315/
00180,19971218.2320/
00182,19971218.2325/
00185,19971218.2330/
00188,19971218.2335/
00191,19971218.2340/
00194,19971218.2345/
00196,19971218.2350/
00198,19971218.2355/
00200,19971219.0000/
00202,19971219.0005/
00204,19971219.0010/
00206,19971219.0015/
00207,19971219.0020/
00208,19971219.0025/
00210,19971219.0030/
00211,19971219.0035/
00212,19971219.0040/
00214,19971219.0045/
00215,19971219.0050/
00215,19971219.0055/
00216,19971219.0100/
00217,19971219.0105/
00217,19971219.0110/
00218,19971219.0115/
00218,19971219.0120/
00217,19971219.0125/
00217,19971219.0130/
00217,19971219.0135/
00216,19971219.0140/
00216,19971219.0145/
00215,19971219.0150/
00215,19971219.0155/
00214,19971219.0200/
00213,19971219.0205/
00212,19971219.0210/
00211,19971219.0215/
00210,19971219.0220/
00208,19971219.0225/
00207,19971219.0230/
00205,19971219.0235/
00204,19971219.0240/
00203,19971219.0245/
00201,19971219.0250/
00198,19971219.0255/
00196,19971219.0300/
00194,19971219.0305/
00191,19971219.0310/
00189,19971219.0315/
00186,19971219.0320/
00183,19971219.0325/
00180,19971219.0330/
00177,19971219.0335/
00174,19971219.0340/
00172,19971219.0345/
00169,19971219.0350/
00166,19971219.0355/
00163,19971219.0400/
00159,19971219.0405/
00155,19971219.0410/
00152,19971219.0415/
00148,19971219.0420/
00144,19971219.0425/
00140,19971219.0430/
00136,19971219.0435/
00133,19971219.0440/
00129,19971219.0445/
00125,19971219.0450/
00121,19971219.0455/
00117,19971219.0500/
00113,19971219.0505/
00110,19971219.0510/
00106,19971219.0515/
00102,19971219.0520/
00098,19971219.0525/
00094,19971219.0530/
00090,19971219.0535/
00087,19971219.0540/
00084,19971219.0545/
00081,19971219.0550/
00078,19971219.0555/
00075,19971219.0600/
00072,19971219.0605/
00069,19971219.0610/
00066,19971219.0615/
00063,19971219.0620/
00059,19971219.0625/
00057,19971219.0630/
00055,19971219.0635/
00053,19971219.0640/
00051,19971219.0645/
00049,19971219.0650/
00047,19971219.0655/
00045,19971219.0700/
00042,19971219.0705/
00040,19971219.0710/
00039,19971219.0715/
00037,19971219.0720/
00036,19971219.0725/
00035,19971219.0730/
00034,19971219.0735/
00033,19971219.0740/
00033,19971219.0745/
00032,19971219.0750/
00032,19971219.0755/
00032,19971219.0800/
00031,19971219.0805/
00032,19971219.0810/
00032,19971219.0815/
00031,19971219.0820/
00031,19971219.0825/
00032,19971219.0830/
00033,19971219.0835/
00034,19971219.0840/
00036,19971219.0845/
00036,19971219.0850/
00037,19971219.0855/
00038,19971219.0900/
00038,19971219.0905/
00039,19971219.0910/
00041,19971219.0915/
00042,19971219.0920/
00044,19971219.0925/
00046,19971219.0930/
00048,19971219.0935/
00051,19971219.0940/
00054,19971219.0945/
00056,19971219.0950/
00059,19971219.0955/
00062,19971219.1000/
00065,19971219.1005/
00068,19971219.1010/
00071,19971219.1015/
00074,19971219.1020/
00077,19971219.1025/
00080,19971219.1030/
00084,19971219.1035/
00088,19971219.1040/
00092,19971219.1045/
00095,19971219.1050/
00098,19971219.1055/
00102,19971219.1100/
00105,19971219.1105/
00108,19971219.1110/
00111,19971219.1115/
00115,19971219.1120/
00119,19971219.1125/
00123,19971219.1130/
00127,19971219.1135/
00130,19971219.1140/
00134,19971219.1145/
00138,19971219.1150/
00142,19971219.1155/
00146,19971219.1200/
00149,19971219.1205/
00152,19971219.1210/
00155,19971219.1215/
00158,19971219.1220/
00161,19971219.1225/
00164,19971219.1230/
00166,19971219.1235/
00168,19971219.1240/
00171,19971219.1245/
00173,19971219.1250/
00175,19971219.1255/
00178,19971219.1300/
00180,19971219.1305/
00182,19971219.1310/
00185,19971219.1315/
00187,19971219.1320/
00189,19971219.1325/
00191,19971219.1330/
00192,19971219.1335/
00194,19971219.1340/
00195,19971219.1345/
00196,19971219.1350/
00197,19971219.1355/
00198,19971219.1400/
00199,19971219.1405/
00200,19971219.1410/
00201,19971219.1415/
00201,19971219.1420/
00201,19971219.1425/
00201,19971219.1430/
00201,19971219.1435/
00201,19971219.1440/
00201,19971219.1445/
00201,19971219.1450/
00200,19971219.1455/
00200,19971219.1500/
00199,19971219.1505/
00198,19971219.1510/
00198,19971219.1515/
00196,19971219.1520/
00194,19971219.1525/
00193,19971219.1530/
00191,19971219.1535/
00190,19971219.1540/
00189,19971219.1545/
00186,19971219.1550/
00184,19971219.1555/
00182,19971219.1600/
00180,19971219.1605/
00178,19971219.1610/
00177,19971219.1615/
00174,19971219.1620/
00172,19971219.1625/
00169,19971219.1630/
00166,19971219.1635/
00163,19971219.1640/
00161,19971219.1645/
00158,19971219.1650/
00155,19971219.1655/
00152,19971219.1700/
00148,19971219.1705/
00144,19971219.1710/
00141,19971219.1715/
00138,19971219.1720/
00135,19971219.1725/
00133,19971219.1730/
00129,19971219.1735/
00126,19971219.1740/
00123,19971219.1745/
00119,19971219.1750/
00116,19971219.1755/
00114,19971219.1800/
00111,19971219.1805/
00108,19971219.1810/
00106,19971219.1815/
00103,19971219.1820/
00100,19971219.1825/
00098,19971219.1830/
00095,19971219.1835/
00093,19971219.1840/
00091,19971219.1845/
00089,19971219.1850/
00087,19971219.1855/
00086,19971219.1900/
00084,19971219.1905/
00083,19971219.1910/
00083,19971219.1915/
00082,19971219.1920/
00081,19971219.1925/
00081,19971219.1930/
00079,19971219.1935/
00078,19971219.1940/
00078,19971219.1945/
00077,19971219.1950/
00077,19971219.1955/
00078,19971219.2000/
00078,19971219.2005/
00078,19971219.2010/
00079,19971219.2015/
00079,19971219.2020/
00079,19971219.2025/
00079,19971219.2030/
00080,19971219.2035/
00081,19971219.2040/
00083,19971219.2045/
00084,19971219.2050/
00085,19971219.2055/
00086,19971219.2100/
00087,19971219.2105/
00088,19971219.2110/
00090,19971219.2115/
00091,19971219.2120/
00092,19971219.2125/
00094,19971219.2130/
00096,19971219.2135/
00098,19971219.2140/
00101,19971219.2145/
00102,19971219.2150/
00104,19971219.2155/
00106,19971219.2200/
00108,19971219.2205/
00111,19971219.2210/
00115,19971219.2215/
00117,19971219.2220/
00120,19971219.2225/
00123,19971219.2230/
00125,19971219.2235/
00127,19971219.2240/
00130,19971219.2245/
00132,19971219.2250/
00135,19971219.2255/
00138,19971219.2300/
00140,19971219.2305/
00143,19971219.2310/
00146,19971219.2315/
00148,19971219.2320/
00151,19971219.2325/
00154,19971219.2330/
00156,19971219.2335/
00159,19971219.2340/
00162,19971219.2345/
00164,19971219.2350/
00167,19971219.2355/
00170,19971220.0000/
00172,19971220.0005/
00174,19971220.0010/
00177,19971220.0015/
00178,19971220.0020/
00180,19971220.0025/
00182,19971220.0030/
00184,19971220.0035/
00186,19971220.0040/
00188,19971220.0045/
00189,19971220.0050/
00190,19971220.0055/
00192,19971220.0100/
00193,19971220.0105/
00194,19971220.0110/
00195,19971220.0115/
00196,19971220.0120/
00197,19971220.0125/
00198,19971220.0130/
00199,19971220.0135/
00199,19971220.0140/
00200,19971220.0145/
00200,19971220.0150/
00200,19971220.0155/
00200,19971220.0200/
00200,19971220.0205/
00199,19971220.0210/
00199,19971220.0215/
00199,19971220.0220/
00199,19971220.0225/
00200,19971220.0230/
00199,19971220.0235/
00198,19971220.0240/
00198,19971220.0245/
00197,19971220.0250/
00196,19971220.0255/
00195,19971220.0300/
00193,19971220.0305/
00192,19971220.0310/
00191,19971220.0315/
00189,19971220.0320/
00188,19971220.0325/
00187,19971220.0330/
00184,19971220.0335/
00181,19971220.0340/
00178,19971220.0345/
00177,19971220.0350/
00176,19971220.0355/
00175,19971220.0400/
00171,19971220.0405/
00168,19971220.0410/
00165,19971220.0415/
00163,19971220.0420/
00161,19971220.0425/
00159,19971220.0430/
00155,19971220.0435/
00151,19971220.0440/
00147,19971220.0445/
00144,19971220.0450/
00141,19971220.0455/
00139,19971220.0500/
00135,19971220.0505/
00132,19971220.0510/
00128,19971220.0515/
00125,19971220.0520/
00121,19971220.0525/
00118,19971220.0530/
00114,19971220.0535/
00111,19971220.0540/
00108,19971220.0545/
00105,19971220.0550/
00102,19971220.0555/
00099,19971220.0600/
00096,19971220.0605/
00093,19971220.0610/
00090,19971220.0615/
00087,19971220.0620/
00084,19971220.0625/
00081,19971220.0630/
00077,19971220.0635/
00074,19971220.0640/
00072,19971220.0645/
00070,19971220.0650/
00068,19971220.0655/
00067,19971220.0700/
00064,19971220.0705/
00061,19971220.0710/
00059,19971220.0715/
00058,19971220.0720/
00057,19971220.0725/
00056,19971220.0730/
00053,19971220.0735/
00051,19971220.0740/
00049,19971220.0745/
00047,19971220.0750/
00047,19971220.0755/
00046,19971220.0800/
00045,19971220.0805/
00045,19971220.0810/
00045,19971220.0815/
00044,19971220.0820/
00044,19971220.0825/
00044,19971220.0830/
00044,19971220.0835/
00044,19971220.0840/
